Количество элементов на промежутке от 1 до 4: 4

Исходный массив:
a[639] = 960.6
a[640] = 236.3
a[641] = -33.7
a[642] = 16.6
a[643] = -123.3
a[644] = -742
a[645] = 672.4
a[646] = 233.4
a[647] = -980.6
a[648] = -368.2
a[649] = -549.4
a[650] = -272
a[651] = 378.1
a[652] = -305.2
a[653] = 780.1
a[654] = 144.3
a[655] = -71.1
a[656] = -501.9
a[657] = -220.5
a[658] = 331.3
a[659] = -918.8
a[660] = -311.7
a[661] = -50
a[662] = 207.9
a[663] = 579.1
a[664] = -767.8
a[665] = -333.5
a[666] = 845
a[667] = 133.3
a[668] = 250.1
a[669] = -274.8
a[670] = -361.6
a[671] = 12.3
a[672] = -7.6
a[673] = 184.9
a[674] = 746.1
a[675] = -729.9
a[676] = 396.3
a[677] = -211.6
a[678] = 341.5
a[679] = -564
a[680] = 872.6
a[681] = 669.9
a[682] = -376.4
a[683] = 300.4
a[684] = 80.2
a[685] = 569.8
a[686] = -141.4
a[687] = -993.3
a[688] = -386
a[689] = -905.3
a[690] = 520
a[691] = -364
a[692] = -168.1
a[693] = -481
a[694] = -2.8
a[695] = 109.1
a[696] = -61
a[697] = -100.9
a[698] = 574
a[699] = 149.1
a[700] = -426
a[701] = -404.8
a[702] = 254.3
a[703] = -488.3
a[704] = -705.3
a[705] = 587.2
a[706] = -265.8
a[707] = -371.9
a[708] = 186.1
a[709] = 188.3
a[710] = -947.2
a[711] = -981.2
a[712] = 793.4
a[713] = -304.8
a[714] = 222
a[715] = 517.1
a[716] = -136.5
a[717] = 257.9
a[718] = -185.9
a[719] = -660.7
a[720] = -395.4
a[721] = -897.4
a[722] = -489.9
a[723] = -978.5
a[724] = -222.1
a[725] = -309.4
a[726] = 119.6
a[727] = -890.1
a[728] = 991.7
a[729] = -288.8
a[730] = -841.8
a[731] = 943
a[732] = -22
a[733] = -18.3
a[734] = -886.6
a[735] = -245.8
a[736] = -306.9
a[737] = -487
a[738] = 610.8
a[739] = 497.3
a[740] = -683.7
a[741] = 71.1
a[742] = 419.5
a[743] = 601.1
a[744] = -115.4
a[745] = 598.2
a[746] = 468.3
a[747] = 75.6
a[748] = 892.3
a[749] = -538.9
a[750] = -743.9
a[751] = -330.4
a[752] = -833.2
a[753] = -298.2
a[754] = 211.5
a[755] = 51.4
a[756] = -818.7
a[757] = -404.8
a[758] = 726.5
a[759] = -776
a[760] = 836.1
a[761] = -691.8
a[762] = -985.4
a[763] = -639.4
a[764] = -809.2
a[765] = -375.7
a[766] = -801.4
a[767] = 823.7
a[768] = -968.8
a[769] = 803.4
a[770] = 842
a[771] = -595.2
a[772] = -868.3
a[773] = 51.9
a[774] = 691.7
a[775] = 80.7
a[776] = -176
a[777] = -665.6
a[778] = -302.6
a[779] = 173.3
a[780] = 946.4
a[781] = 765.9
a[782] = -201.7
a[783] = 699.2
a[784] = -985.2
a[785] = -771.1
a[786] = 816.9
a[787] = -310.6
a[788] = -753.5
a[789] = 609.5
a[790] = -386.2
a[791] = 52.1
a[792] = 935.3
a[793] = -156.7
a[794] = -157.1
a[795] = 951.4
a[796] = -786.4
a[797] = -320.6
a[798] = -692.4
a[799] = -683.9
a[800] = -382.9
a[801] = 183.6
a[802] = -99.4
a[803] = 751.3
a[804] = -197.4
a[805] = -114.6
a[806] = -235.5
a[807] = 38.1
a[808] = -139.9
a[809] = -638.9
a[810] = -749
a[811] = 881.5
a[812] = -645.3
a[813] = -102.3
a[814] = -24.2
a[815] = -358.3
a[816] = -949.9
a[817] = 245.1
a[818] = -644.5
a[819] = -780.3
a[820] = -890.1
a[821] = -27.4
a[822] = 52.6
a[823] = 260.4
a[824] = -783.5
a[825] = -369.6
a[826] = 73.1
a[827] = 308.4
a[828] = -743.6
a[829] = 272.2
a[830] = 436.4
a[831] = -383.8
a[832] = -330.7
a[833] = 880.4
a[834] = -733.9
a[835] = -742.4
a[836] = 325.2
a[837] = 125.7
a[838] = -821.7
a[839] = -604.7
a[840] = 598.8
a[841] = -703.8
a[842] = -799.6
a[843] = -855.1
a[844] = 101.9
a[845] = 105.4
a[846] = 692.1
a[847] = 222.9
a[848] = 361.8
a[849] = -804.5
a[850] = 587.1
a[851] = -646.4
a[852] = -542.7
a[853] = -829.6
a[854] = -871.3
a[855] = -79.6
a[856] = 71.2
a[857] = -238.2
a[858] = -28.5
a[859] = 728.2
a[860] = -475.1
a[861] = -608.8
a[862] = -774.3
a[863] = -486.1
a[864] = -299.4
a[865] = 4.8
a[866] = 807.9
a[867] = -374.6
a[868] = 351.3
a[869] = -810.2
a[870] = 671.4
a[871] = -966.6
a[872] = 216.7
a[873] = -17.6
a[874] = 7
a[875] = 58.8
a[876] = 721.7
a[877] = -776.3
a[878] = -398
a[879] = -596.4
a[880] = 333
a[881] = -142.9
a[882] = -892.8
a[883] = 229.2
a[884] = -923.4
a[885] = -619
a[886] = 679.7
a[887] = -0.9
a[888] = 907.8
a[889] = 660.6
a[890] = -359
a[891] = -895.6
a[892] = 881
a[893] = -899.2
a[894] = -761.8
a[895] = -305.6
a[896] = -588.9
a[897] = 722.4
a[898] = 571.5
a[899] = 322.9
a[900] = -918.3
a[901] = -259.2
a[902] = -373.2
a[903] = -378.3
a[904] = 77.8
a[905] = 870.1
a[906] = -414.7
a[907] = 315.4
a[908] = 126.7
a[909] = -836.6
a[910] = -547.7
a[911] = 486.7
a[912] = -466.1
a[913] = 230.9
a[914] = -481.5
a[915] = -248.4
a[916] = 135.1
a[917] = -524.3
a[918] = 187.7
a[919] = -408.2
a[920] = -954.3
a[921] = 804.5
a[922] = -638.8
a[923] = -795.5
a[924] = 288.3
a[925] = -671.7
a[926] = 957.7
a[927] = 971.6
a[928] = 794.9
a[929] = 253.1
a[930] = -283.9
a[931] = -201.5
a[932] = 373.3
a[933] = 858
a[934] = -373.9
a[935] = 511.9
a[936] = -713.1
a[937] = 17.5
a[938] = -313.4
a[939] = -689.8
a[940] = 55.6
a[941] = -301.8
a[942] = -812.5
a[943] = 180.5
a[944] = -447.3
a[945] = 755.9
a[946] = -293.4
a[947] = -193.7
a[948] = -374.6
a[949] = -534.9
a[950] = -496.6
a[951] = 136.1
a[952] = -624.9
a[953] = 2.2
a[954] = -921.9
a[955] = -500.8
a[956] = 813.4
a[957] = 970.6
a[958] = -210.4
a[959] = 501.4
a[960] = 480.1
a[961] = -128.4
a[962] = 130.9
a[963] = 98
a[964] = -368.5
a[965] = -686.8
a[966] = -657.6
a[967] = -602.9
a[968] = 136.3
a[969] = 984.1
a[970] = -655
a[971] = -517.1
a[972] = -374.2
a[973] = -428.8
a[974] = -602.6
a[975] = 258.4
a[976] = -112.2
a[977] = -628
a[978] = -606.3
a[979] = -124.3
a[980] = -633.7
a[981] = 159.3
a[982] = -47.7
a[983] = -972
a[984] = 143.6
a[985] = -606.3
a[986] = 914.5
a[987] = 226.7
a[988] = 348.2
a[989] = -659.7
a[990] = -492
a[991] = 674.9
a[992] = -610.9
a[993] = -539.9
a[994] = 817.8
a[995] = 140.6
a[996] = 364.7
a[997] = -428.5
a[998] = 923.5
a[999] = -793.8
a[1000] = -788.1

Сумма элементов: -61889.5

Массив после сортировки:
a[1] = -998.8
a[2] = 998.7
a[3] = -996.4
a[4] = 996.3
a[5] = 996
a[6] = -995.7
a[7] = -994.5
a[8] = -994.4
a[9] = -993.3
a[10] = 991.7
a[11] = -990.6
a[12] = -989.4
a[13] = -988.5
a[14] = -988.5
a[15] = -987.4
a[16] = -986.2
a[17] = -985.7
a[18] = -985.5
a[19] = -985.4
a[20] = -985.2
a[21] = 984.1
a[22] = -981.8
a[23] = -981.2
a[24] = -980.6
a[25] = 979.3
a[26] = -978.5
a[27] = -976.6
a[28] = 975
a[29] = -973.8
a[30] = 972.2
a[31] = 972
a[32] = -972
a[33] = 971.6
a[34] = 970.6
a[35] = 970.4
a[36] = 970.3
a[37] = -968.8
a[38] = -967.7
a[39] = -966.9
a[40] = -966.6
a[41] = -966.4
a[42] = -966.1
a[43] = -965.6
a[44] = 964.6
a[45] = -962.8
a[46] = 961
a[47] = 960.6
a[48] = 957.7
a[49] = -957.5
a[50] = -956.7
a[51] = 956.3
a[52] = -955.3
a[53] = -954.3
a[54] = -953.9
a[55] = -953
a[56] = 951.4
a[57] = -950.2
a[58] = -949.9
a[59] = -948.5
a[60] = -947.4
a[61] = 947.3
a[62] = -947.2
a[63] = 946.4
a[64] = 945
a[65] = 944.2
a[66] = -944.1
a[67] = -943.1
a[68] = 943
a[69] = -938.5
a[70] = 935.3
a[71] = -931.9
a[72] = -929.1
a[73] = -929
a[74] = 923.5
a[75] = -923.4
a[76] = -923.4
a[77] = -922.2
a[78] = -921.9
a[79] = -921.4
a[80] = 921.1
a[81] = -920.6
a[82] = 920.6
a[83] = -918.8
a[84] = -918.3
a[85] = -917.6
a[86] = 914.5
a[87] = -914.3
a[88] = -913.8
a[89] = -911
a[90] = 910.4
a[91] = 909.8
a[92] = 907.8
a[93] = -907.5
a[94] = -907
a[95] = -905.3
a[96] = 905
a[97] = -901.3
a[98] = 899.7
a[99] = -899.7
a[100] = -899.2
a[101] = 897.4
a[102] = -897.4
a[103] = -896.4
a[104] = -895.9
a[105] = -895.6
a[106] = -892.8
a[107] = 892.3
a[108] = 892.3
a[109] = -890.1
a[110] = -890.1
a[111] = -889.2
a[112] = -887.7
a[113] = -887.3
a[114] = 886.8
a[115] = -886.6
a[116] = -884.6
a[117] = -884.5
a[118] = 881.5
a[119] = 881
a[120] = -880.8
a[121] = -880.6
a[122] = 880.4
a[123] = -873.8
a[124] = -872.8
a[125] = 872.6
a[126] = -871.3
a[127] = 870.1
a[128] = -868.3
a[129] = -866.9
a[130] = 866.7
a[131] = 864.1
a[132] = -863.6
a[133] = -863
a[134] = -862.4
a[135] = 859.4
a[136] = 858
a[137] = -856.9
a[138] = -855.9
a[139] = -855.1
a[140] = 852.2
a[141] = -852.1
a[142] = 851.5
a[143] = 846.9
a[144] = 845
a[145] = 842
a[146] = 841.9
a[147] = -841.8
a[148] = -841.2
a[149] = 837.6
a[150] = -836.6
a[151] = 836.1
a[152] = 835.7
a[153] = -833.5
a[154] = -833.2
a[155] = -829.6
a[156] = -829.4
a[157] = -828.5
a[158] = -824.7
a[159] = 823.7
a[160] = 822.7
a[161] = -822.5
a[162] = -821.7
a[163] = 821.4
a[164] = -820.1
a[165] = -820
a[166] = -818.7
a[167] = 817.8
a[168] = 816.9
a[169] = -814
a[170] = 813.4
a[171] = 813.1
a[172] = -812.5
a[173] = 811
a[174] = -810.7
a[175] = -810.2
a[176] = -809.2
a[177] = 808.7
a[178] = -808.4
a[179] = 807.9
a[180] = -804.5
a[181] = 804.5
a[182] = -803.7
a[183] = 803.7
a[184] = 803.4
a[185] = -802.7
a[186] = -801.4
a[187] = -800.7
a[188] = 800.2
a[189] = -799.9
a[190] = -799.6
a[191] = -797
a[192] = 795.5
a[193] = -795.5
a[194] = 794.9
a[195] = -794.7
a[196] = -793.8
a[197] = 793.4
a[198] = 793.1
a[199] = 792.3
a[200] = -792.1
a[201] = 792
a[202] = 791.4
a[203] = -788.1
a[204] = 787.3
a[205] = -786.4
a[206] = -783.5
a[207] = 780.5
a[208] = -780.3
a[209] = 780.1
a[210] = -778.4
a[211] = 776.4
a[212] = -776.3
a[213] = -776
a[214] = -775.7
a[215] = -774.8
a[216] = -774.3
a[217] = -773
a[218] = -772.8
a[219] = -771.6
a[220] = -771.1
a[221] = -767.8
a[222] = 765.9
a[223] = -764.7
a[224] = -762.4
a[225] = -761.8
a[226] = -761.5
a[227] = -760.4
a[228] = -759
a[229] = 755.9
a[230] = -753.9
a[231] = -753.5
a[232] = 753.3
a[233] = 752.5
a[234] = -752.4
a[235] = 751.3
a[236] = -749
a[237] = 747.5
a[238] = -747
a[239] = 746.1
a[240] = 745.2
a[241] = 744.7
a[242] = -743.9
a[243] = -743.6
a[244] = 742.6
a[245] = -742.4
a[246] = -742
a[247] = -742
a[248] = -739.7
a[249] = -736.5
a[250] = -733.9
a[251] = -731.6
a[252] = 731
a[253] = -729.9
a[254] = 728.2
a[255] = 727.9
a[256] = -727.4
a[257] = 726.5
a[258] = 722.4
a[259] = 721.7
a[260] = -721.3
a[261] = -721.3
a[262] = -719.5
a[263] = 714.1
a[264] = -713.1
a[265] = -712.5
a[266] = 711.3
a[267] = -707.6
a[268] = -705.3
a[269] = -703.8
a[270] = 702.7
a[271] = 699.2
a[272] = -699
a[273] = -697.7
a[274] = 694
a[275] = 693
a[276] = -692.4
a[277] = 692.3
a[278] = -692.3
a[279] = -692.2
a[280] = 692.1
a[281] = -691.8
a[282] = 691.7
a[283] = -691.5
a[284] = -689.8
a[285] = -689.5
a[286] = -689.2
a[287] = -686.8
a[288] = 685.8
a[289] = 685
a[290] = -684.8
a[291] = 684.5
a[292] = -684.4
a[293] = -683.9
a[294] = -683.7
a[295] = 683
a[296] = -682.5
a[297] = -681.1
a[298] = 679.7
a[299] = 674.9
a[300] = -672.9
a[301] = 672.4
a[302] = -671.8
a[303] = -671.7
a[304] = 671.4
a[305] = -671.1
a[306] = 671
a[307] = 670.4
a[308] = 669.9
a[309] = -669.4
a[310] = -669.2
a[311] = 668.8
a[312] = 668
a[313] = -666.6
a[314] = -665.6
a[315] = -665.3
a[316] = -662.7
a[317] = -662.6
a[318] = -661.5
a[319] = -661
a[320] = -660.7
a[321] = 660.6
a[322] = -659.7
a[323] = -658.5
a[324] = -657.6
a[325] = -656.5
a[326] = 655.2
a[327] = -655
a[328] = 654
a[329] = -653.7
a[330] = -651.5
a[331] = -650.4
a[332] = -648.8
a[333] = 647.7
a[334] = -646.4
a[335] = -646.4
a[336] = -645.3
a[337] = -645
a[338] = -644.5
a[339] = 644
a[340] = -640.8
a[341] = -639.4
a[342] = -638.9
a[343] = -638.8
a[344] = -636.4
a[345] = 635.7
a[346] = -634.7
a[347] = -633.7
a[348] = -628
a[349] = -626.1
a[350] = -624.9
a[351] = -624.4
a[352] = 622.7
a[353] = -620.7
a[354] = -619
a[355] = -616.6
a[356] = -615.6
a[357] = -613.5
a[358] = 613.2
a[359] = 613
a[360] = 611.2
a[361] = -610.9
a[362] = 610.8
a[363] = 609.5
a[364] = -608.8
a[365] = -607.7
a[366] = 607.2
a[367] = -606.3
a[368] = -606.3
a[369] = -606.2
a[370] = -604.7
a[371] = -603.6
a[372] = -602.9
a[373] = -602.6
a[374] = 602.5
a[375] = -601.9
a[376] = 601.2
a[377] = 601.1
a[378] = -600.8
a[379] = -599
a[380] = 598.8
a[381] = -598.6
a[382] = 598.2
a[383] = -597.9
a[384] = 597.1
a[385] = -596.4
a[386] = -596.1
a[387] = -595.2
a[388] = 591.2
a[389] = -590.3
a[390] = -588.9
a[391] = 587.6
a[392] = 587.2
a[393] = 587.1
a[394] = 584.5
a[395] = 582.2
a[396] = 579.3
a[397] = 579.1
a[398] = -578.8
a[399] = 578.6
a[400] = 578.4
a[401] = -577.9
a[402] = 577.6
a[403] = -577.2
a[404] = 576.9
a[405] = 576.7
a[406] = -574.1
a[407] = 574
a[408] = 573.8
a[409] = 571.5
a[410] = 569.8
a[411] = -564.9
a[412] = -564.5
a[413] = -564
a[414] = -564
a[415] = -562.8
a[416] = -561.4
a[417] = 561.1
a[418] = -560.3
a[419] = -558.2
a[420] = -557.3
